Date,Order_ID,Customer_ID,Category,Product,Quantity,Price,Revenue,Region
2024-12-07,ORD01324,CUST1328,Sports,Bicycle,1,6767.58,6767.58,Central
2024-12-07,ORD04085,CUST1708,Electronics,Smartwatch,1,29189.71,29189.71,East
2024-12-07,ORD03605,CUST1866,Home & Kitchen,Air Fryer,4,1787.15,7148.6,East
2024-12-08,ORD04725,CUST2083,Sports,Dumbbells,3,4908.31,14724.94,East
2024-12-08,ORD03305,CUST2860,Clothing,Jacket,2,2728.41,5456.83,Central
2024-12-08,ORD03237,CUST1771,Home & Kitchen,Coffee Maker,2,13534.47,27068.95,South
2024-12-08,ORD04357,CUST2482,Sports,Yoga Mat,1,661.98,661.98,Central
2024-12-08,ORD01134,CUST2359,Home & Kitchen,Coffee Maker,1,1894.76,1894.76,East
2024-12-08,ORD01097,CUST1344,Home & Kitchen,Cookware,1,13240.15,13240.15,East
2024-12-08,ORD03884,CUST2609,Electronics,Headphones,1,31555.7,31555.7,North
2024-12-08,ORD01216,CUST2951,Books,Comics,2,218.65,437.31,South
2024-12-08,ORD03622,CUST2262,Sports,Yoga Mat,1,8051.44,8051.44,North
2024-12-08,ORD01952,CUST1448,Clothing,Jacket,2,1654.82,3309.64,Central
2024-12-08,ORD04568,CUST2783,Electronics,Laptop,2,75762.92,151525.84,West
2024-12-09,ORD00880,CUST2703,Home & Kitchen,Coffee Maker,1,2037.52,2037.52,Central
2024-12-09,ORD03830,CUST1621,Electronics,Headphones,2,43639.02,87278.04,North
2024-12-09,ORD02857,CUST2175,Sports,Tennis Racket,2,5581.35,11162.7,East
2024-12-09,ORD01011,CUST2480,Clothing,T-Shirt,1,2835.0,2835.0,Central
2024-12-10,ORD03230,CUST1735,Sports,Tennis Racket,1,8593.88,8593.88,South
2024-12-10,ORD03934,CUST2503,Clothing,Shoes,2,660.66,1321.31,East
2024-12-10,ORD02824,CUST2220,Sports,Bicycle,1,2707.08,2707.08,Central
2024-12-10,ORD00132,CUST2920,Clothing,Shoes,1,3382.01,3382.01,Central
2024-12-11,ORD02915,CUST1204,Home & Kitchen,Air Fryer,2,6800.21,13600.41,South
2024-12-11,ORD00214,CUST2627,Clothing,Jacket,1,3917.84,3917.84,Central
2024-12-11,ORD00831,CUST1548,Clothing,Jeans,1,2515.89,2515.89,Central
2024-12-11,ORD01113,CUST1515,Electronics,Tablet,1,60841.76,60841.76,South
2024-12-11,ORD01840,CUST2612,Electronics,Smartwatch,2,8010.45,16020.91,South
2024-12-11,ORD00469,CUST2872,Electronics,Tablet,3,60419.62,181258.87,East
2024-12-11,ORD01112,CUST1244,Electronics,Smartphone,3,21847.91,65543.72,Central
2024-12-11,ORD03983,CUST2383,Home & Kitchen,Blender,3,14800.75,44402.24,West
2024-12-12,ORD02039,CUST1787,Sports,Yoga Mat,4,2667.16,10668.65,West
2024-12-12,ORD02742,CUST1289,Clothing,Shoes,1,1347.26,1347.26,West
2024-12-12,ORD04443,CUST1557,Home & Kitchen,Air Fryer,2,14832.01,29664.02,Central
2024-12-13,ORD04928,CUST1887,Electronics,Tablet,2,18065.15,36130.31,West
2024-12-13,ORD01603,CUST1517,Electronics,Smartphone,1,20731.89,20731.89,South
2024-12-13,ORD02175,CUST2311,Sports,Dumbbells,2,7960.3,15920.6,East
2024-12-13,ORD00174,CUST1550,Books,Biography,1,1328.24,1328.24,North
2024-12-13,ORD02908,CUST1899,Books,Comics,2,928.91,1857.83,North
2024-12-13,ORD04080,CUST2025,Electronics,Smartphone,1,62705.41,62705.41,Central
2024-12-13,ORD04365,CUST2758,Clothing,Jacket,1,4897.63,4897.63,West
2024-12-13,ORD03813,CUST1795,Home & Kitchen,Coffee Maker,1,11546.76,11546.76,West
2024-12-13,ORD03984,CUST1516,Home & Kitchen,Air Fryer,1,10770.73,10770.73,East
2024-12-13,ORD02575,CUST1969,Clothing,Shoes,1,1771.95,1771.95,South
2024-12-14,ORD02471,CUST2776,Home & Kitchen,Cookware,2,10529.78,21059.56,Central
2024-12-14,ORD01493,CUST1734,Sports,Dumbbells,2,2719.0,5438.0,South
2024-12-14,ORD01333,CUST2688,Sports,Tennis Racket,1,7894.76,7894.76,South
2024-12-14,ORD02728,CUST1555,Books,Biography,1,307.83,307.83,Central
2024-12-14,ORD00125,CUST1372,Electronics,Tablet,1,13211.82,13211.82,North
2024-12-14,ORD01555,CUST2026,Electronics,Smartphone,1,22786.11,22786.11,Central
2024-12-15,ORD03597,CUST1617,Home & Kitchen,Cookware,2,5471.2,10942.41,Central
2024-12-15,ORD03521,CUST2255,Books,Biography,2,819.76,1639.53,East
2024-12-15,ORD03215,CUST1951,Sports,Tennis Racket,1,8548.95,8548.95,North
2024-12-15,ORD02822,CUST2953,Electronics,Laptop,3,45794.72,137384.15,North
2024-12-15,ORD00543,CUST1674,Electronics,Smartphone,3,30578.59,91735.77,Central
2024-12-15,ORD00109,CUST1636,Home & Kitchen,Vacuum,1,11302.89,11302.89,South
2024-12-15,ORD03437,CUST1368,Clothing,T-Shirt,2,1750.99,3501.98,West
2024-12-15,ORD00777,CUST2949,Home & Kitchen,Cookware,1,9350.64,9350.64,Central
2024-12-16,ORD01095,CUST2845,Clothing,Jeans,5,2378.07,11890.33,Central
2024-12-16,ORD02911,CUST2989,Books,Non-Fiction,1,1230.74,1230.74,East
2024-12-16,ORD01033,CUST1694,Clothing,Shoes,5,3132.46,15662.31,North
2024-12-16,ORD04565,CUST1707,Home & Kitchen,Cookware,2,9234.3,18468.6,East
2024-12-16,ORD04020,CUST2605,Clothing,T-Shirt,2,3389.74,6779.48,West
2024-12-16,ORD00881,CUST2934,Electronics,Tablet,4,45909.25,183637.01,South
2024-12-16,ORD01232,CUST2172,Electronics,Laptop,2,15671.47,31342.93,Central
2024-12-17,ORD01581,CUST1206,Clothing,Jeans,1,1856.41,1856.41,North
2024-12-17,ORD02567,CUST1547,Home & Kitchen,Cookware,4,10709.87,42839.5,West
2024-12-17,ORD01090,CUST1912,Electronics,Tablet,1,79310.1,79310.1,West
2024-12-17,ORD04598,CUST1611,Electronics,Tablet,1,55625.82,55625.82,North
2024-12-17,ORD03535,CUST1150,Clothing,Jacket,1,932.24,932.24,West
2024-12-17,ORD03880,CUST1038,Home & Kitchen,Blender,3,1167.72,3503.15,East
2024-12-17,ORD03955,CUST2989,Books,Comics,2,1898.54,3797.07,South
2024-12-17,ORD03419,CUST2586,Clothing,Jeans,5,2141.78,10708.92,East
2024-12-17,ORD00745,CUST1561,Books,Textbook,1,664.88,664.88,West
2024-12-18,ORD04082,CUST1934,Electronics,Smartwatch,1,54801.62,54801.62,North
2024-12-18,ORD04745,CUST1386,Electronics,Laptop,2,41050.18,82100.36,North
2024-12-18,ORD03950,CUST2270,Home & Kitchen,Air Fryer,2,11158.71,22317.43,West
2024-12-18,ORD01609,CUST1111,Clothing,Dress,1,3534.06,3534.06,North
2024-12-18,ORD04214,CUST2806,Home & Kitchen,Air Fryer,1,12640.18,12640.18,South
2024-12-18,ORD01072,CUST1681,Electronics,Laptop,1,68656.45,68656.45,West
2024-12-18,ORD04780,CUST1394,Clothing,Jeans,1,2413.55,2413.55,West
2024-12-18,ORD01047,CUST2125,Books,Fiction,1,983.91,983.91,South
2024-12-19,ORD04773,CUST2129,Clothing,Jacket,2,4905.11,9810.23,North
2024-12-19,ORD01636,CUST2893,Books,Non-Fiction,2,489.29,978.58,East
2024-12-19,ORD03236,CUST1114,Home & Kitchen,Air Fryer,1,12083.18,12083.18,West
2024-12-19,ORD02982,CUST2835,Books,Biography,3,1978.82,5936.47,East
2024-12-19,ORD03694,CUST1333,Electronics,Smartwatch,1,20020.15,20020.15,East
2024-12-20,ORD01391,CUST2090,Electronics,Tablet,1,50597.84,50597.84,North
2024-12-21,ORD02269,CUST2205,Electronics,Headphones,1,72748.6,72748.6,North
2024-12-21,ORD01370,CUST1160,Electronics,Headphones,1,57191.63,57191.63,North
2024-12-21,ORD00664,CUST1739,Clothing,Dress,4,903.34,3613.37,East
2024-12-21,ORD04874,CUST2518,Clothing,Jacket,2,4510.72,9021.45,North
2024-12-21,ORD03684,CUST1703,Clothing,Jeans,2,1330.13,2660.26,Central
2024-12-21,ORD00216,CUST2049,Sports,Tennis Racket,1,7548.96,7548.96,North
2024-12-21,ORD03671,CUST1578,Books,Biography,1,496.6,496.6,North
2024-12-21,ORD04427,CUST1240,Home & Kitchen,Coffee Maker,2,6248.06,12496.12,West
2024-12-21,ORD01491,CUST1465,Electronics,Smartwatch,1,35828.06,35828.06,Central
2024-12-21,ORD00159,CUST1579,Electronics,Smartphone,1,34957.42,34957.42,North
2024-12-21,ORD01562,CUST1953,Books,Textbook,1,863.62,863.62,East
2024-12-22,ORD02077,CUST2304,Books,Non-Fiction,1,1352.24,1352.24,East
2024-12-22,ORD04573,CUST2776,Clothing,T-Shirt,5,1889.49,9447.45,East
2024-12-22,ORD03641,CUST1142,Home & Kitchen,Vacuum,2,14244.22,28488.44,Central
2024-12-22,ORD01067,CUST1932,Electronics,Laptop,1,17616.02,17616.02,Central
2024-12-22,ORD00888,CUST2478,Electronics,Headphones,1,10192.26,10192.26,West
2024-12-23,ORD02156,CUST1512,Sports,Dumbbells,2,5493.5,10987.01,North
2024-12-23,ORD04167,CUST1219,Electronics,Tablet,2,28205.08,56410.17,West
2024-12-23,ORD01720,CUST1236,Electronics,Smartphone,1,24424.88,24424.88,South
2024-12-23,ORD02240,CUST2105,Books,Textbook,1,920.59,920.59,South
2024-12-23,ORD00586,CUST2461,Clothing,Dress,1,4027.79,4027.79,Central
2024-12-23,ORD02852,CUST2672,Home & Kitchen,Air Fryer,1,10135.14,10135.14,East
2024-12-23,ORD00152,CUST1081,Electronics,Smartphone,1,7109.11,7109.11,South
2024-12-24,ORD01754,CUST1384,Home & Kitchen,Vacuum,1,12782.49,12782.49,Central
2024-12-24,ORD01846,CUST1081,Clothing,Jeans,2,3209.24,6418.48,Central
2024-12-24,ORD04894,CUST1394,Clothing,Jacket,5,907.04,4535.21,South
2024-12-24,ORD03227,CUST2719,Clothing,Shoes,3,4187.75,12563.24,Central
2024-12-24,ORD04440,CUST2020,Sports,Yoga Mat,1,7540.89,7540.89,Central
2024-12-24,ORD03350,CUST1393,Electronics,Tablet,1,13757.48,13757.48,East
2024-12-24,ORD03409,CUST2302,Electronics,Laptop,1,47185.65,47185.65,East
2024-12-24,ORD04022,CUST1516,Electronics,Smartphone,3,78916.57,236749.72,North
2024-12-24,ORD04779,CUST1918,Electronics,Smartphone,2,43759.17,87518.33,South
2024-12-25,ORD00694,CUST1941,Home & Kitchen,Cookware,3,8190.87,24572.6,West
2024-12-25,ORD00190,CUST1638,Clothing,Shoes,3,2677.45,8032.34,East
2024-12-25,ORD00890,CUST2169,Clothing,Jacket,4,1020.54,4082.15,South
2024-12-25,ORD00156,CUST1811,Clothing,T-Shirt,4,4844.52,19378.08,South
2024-12-25,ORD02589,CUST1429,Books,Non-Fiction,2,446.73,893.47,East
2024-12-25,ORD02224,CUST2312,Electronics,Smartphone,2,28199.51,56399.02,Central
2024-12-25,ORD04982,CUST2902,Home & Kitchen,Coffee Maker,1,11579.46,11579.46,East
2024-12-25,ORD03112,CUST2378,Sports,Bicycle,3,1400.91,4202.73,West
2024-12-25,ORD02786,CUST2050,Sports,Dumbbells,1,2106.14,2106.14,Central
2024-12-25,ORD02768,CUST2929,Books,Biography,2,1363.27,2726.54,East
2024-12-25,ORD01277,CUST2219,Clothing,Jeans,1,3257.6,3257.6,South
2024-12-25,ORD00638,CUST2151,Electronics,Laptop,2,78577.21,157154.42,Central
2024-12-26,ORD03387,CUST1591,Sports,Running Shoes,2,3179.02,6358.05,North
2024-12-26,ORD01519,CUST1817,Books,Comics,1,1451.07,1451.07,West
2024-12-26,ORD00226,CUST1904,Electronics,Smartphone,1,7060.29,7060.29,East
2024-12-27,ORD03233,CUST1806,Electronics,Smartphone,5,9012.37,45061.83,Central
2024-12-27,ORD00963,CUST1226,Electronics,Laptop,2,51056.81,102113.61,West
2024-12-27,ORD04403,CUST1632,Electronics,Smartphone,1,12203.92,12203.92,South
2024-12-28,ORD01375,CUST1410,Books,Comics,1,927.87,927.87,South
2024-12-28,ORD03735,CUST2544,Electronics,Headphones,2,52727.44,105454.87,Central
2024-12-28,ORD01321,CUST1903,Home & Kitchen,Coffee Maker,1,4352.84,4352.84,South
2024-12-28,ORD01888,CUST2238,Electronics,Smartphone,1,63478.36,63478.36,South
2024-12-28,ORD00989,CUST2775,Home & Kitchen,Cookware,1,7679.82,7679.82,South
2024-12-28,ORD00667,CUST2573,Electronics,Smartwatch,2,23112.97,46225.93,East
2024-12-28,ORD02002,CUST1853,Clothing,T-Shirt,1,1840.81,1840.81,East
2024-12-28,ORD04809,CUST2624,Home & Kitchen,Blender,3,2181.47,6544.4,West
2024-12-28,ORD02729,CUST1897,Clothing,Jacket,2,2258.6,4517.2,East
2024-12-28,ORD02613,CUST2026,Home & Kitchen,Coffee Maker,2,1133.86,2267.73,North
2024-12-28,ORD04533,CUST2371,Books,Fiction,2,622.99,1245.97,West
2024-12-29,ORD04615,CUST2335,Home & Kitchen,Blender,4,8313.59,33254.35,West
2024-12-29,ORD00330,CUST2308,Home & Kitchen,Coffee Maker,1,6612.35,6612.35,East
2024-12-29,ORD00763,CUST2923,Sports,Yoga Mat,1,2002.2,2002.2,West
2024-12-29,ORD03122,CUST2250,Books,Textbook,2,1483.7,2967.41,West
2024-12-29,ORD02811,CUST2617,Sports,Tennis Racket,4,6972.97,27891.89,East
2024-12-29,ORD00538,CUST1960,Clothing,Shoes,1,3837.37,3837.37,West
2024-12-29,ORD04764,CUST2214,Sports,Dumbbells,3,575.77,1727.32,East
2024-12-29,ORD03152,CUST1051,Clothing,Dress,2,4950.83,9901.67,South
2024-12-29,ORD03119,CUST1295,Electronics,Headphones,1,76031.62,76031.62,Central
2024-12-30,ORD00106,CUST2212,Home & Kitchen,Air Fryer,2,2807.21,5614.41,East
2024-12-30,ORD03625,CUST2430,Clothing,T-Shirt,2,1441.33,2882.66,North
2024-12-30,ORD04682,CUST1951,Home & Kitchen,Coffee Maker,1,8822.17,8822.17,West
2024-12-30,ORD01009,CUST2489,Sports,Yoga Mat,3,4825.96,14477.88,West
2024-12-30,ORD01398,CUST1566,Home & Kitchen,Air Fryer,1,6945.02,6945.02,North
2024-12-30,ORD02004,CUST2073,Books,Fiction,2,1605.45,3210.91,West
2024-12-30,ORD03184,CUST1936,Home & Kitchen,Air Fryer,2,10225.31,20450.62,South
2024-12-30,ORD04701,CUST2972,Books,Biography,1,1183.18,1183.18,East
2024-12-30,ORD03399,CUST1820,Home & Kitchen,Coffee Maker,2,8371.37,16742.74,South
2024-12-31,ORD03069,CUST1434,Electronics,Laptop,3,40309.96,120929.87,Central
2024-12-31,ORD03003,CUST1451,Clothing,T-Shirt,2,3756.02,7512.03,East
2024-12-31,ORD03904,CUST1261,Clothing,Dress,1,3035.32,3035.32,South
2024-12-31,ORD04247,CUST1641,Home & Kitchen,Air Fryer,1,11575.34,11575.34,East
2024-12-31,ORD02848,CUST1334,Clothing,Dress,1,4920.08,4920.08,East
2024-12-31,ORD00320,CUST1183,Books,Fiction,4,1873.63,7494.5,North
2024-12-31,ORD02040,CUST1143,Books,Textbook,3,728.84,2186.53,South
2025-01-01,ORD00783,CUST1545,Electronics,Tablet,1,59368.27,59368.27,North
2025-01-01,ORD04975,CUST2057,Clothing,Jacket,3,3387.66,10162.97,South
2025-01-01,ORD00142,CUST2395,Books,Comics,2,434.58,869.15,Central
2025-01-01,ORD00630,CUST2135,Sports,Bicycle,2,4104.88,8209.77,East
2025-01-01,ORD04648,CUST1580,Electronics,Laptop,1,42056.45,42056.45,North
2025-01-01,ORD04220,CUST2825,Sports,Tennis Racket,2,4038.09,8076.18,South
2025-01-01,ORD01856,CUST1688,Sports,Running Shoes,1,9905.83,9905.83,East
2025-01-02,ORD04064,CUST1694,Sports,Tennis Racket,1,3743.2,3743.2,Central
2025-01-02,ORD03271,CUST2803,Sports,Bicycle,5,2364.2,11821.02,North
2025-01-02,ORD03815,CUST2341,Electronics,Headphones,1,7979.69,7979.69,West
2025-01-02,ORD03090,CUST1032,Sports,Bicycle,1,5396.51,5396.51,West
2025-01-03,ORD04155,CUST2860,Electronics,Smartphone,1,34348.5,34348.5,South
2025-01-03,ORD03864,CUST1181,Electronics,Smartphone,3,18138.03,54414.09,North
2025-01-03,ORD00709,CUST2906,Electronics,Tablet,2,18499.97,36999.94,South
2025-01-03,ORD02281,CUST1316,Sports,Dumbbells,1,1301.71,1301.71,East
2025-01-03,ORD01779,CUST1841,Electronics,Laptop,2,8321.95,16643.91,Central
2025-01-04,ORD02029,CUST2305,Home & Kitchen,Cookware,2,4508.0,9016.0,East
2025-01-04,ORD03537,CUST1737,Home & Kitchen,Cookware,1,12139.78,12139.78,East
2025-01-04,ORD04567,CUST1407,Electronics,Laptop,3,60460.29,181380.87,Central
2025-01-04,ORD01526,CUST1656,Electronics,Smartphone,2,16013.61,32027.23,West
2025-01-04,ORD01544,CUST1649,Home & Kitchen,Cookware,5,8738.46,43692.32,South
2025-01-04,ORD04713,CUST2719,Sports,Bicycle,1,2266.12,2266.12,South
2025-01-05,ORD00580,CUST1682,Books,Non-Fiction,5,1783.87,8919.37,South
2025-01-05,ORD00930,CUST1829,Books,Textbook,1,1973.49,1973.49,North
2025-01-05,ORD02331,CUST1026,Clothing,Jeans,3,1665.42,4996.26,Central
2025-01-05,ORD01341,CUST2494,Electronics,Tablet,2,5011.83,10023.66,North
2025-01-05,ORD00682,CUST1488,Books,Textbook,2,446.12,892.25,South
2025-01-05,ORD01384,CUST1653,Electronics,Smartwatch,1,13900.44,13900.44,South
2025-01-05,ORD00185,CUST1930,Home & Kitchen,Vacuum,1,10586.15,10586.15,West
2025-01-05,ORD04926,CUST1061,Home & Kitchen,Air Fryer,2,7350.33,14700.67,East
2025-01-06,ORD00909,CUST2392,Electronics,Smartphone,2,55419.72,110839.44,Central
2025-01-06,ORD03105,CUST1719,Sports,Dumbbells,3,5315.4,15946.2,East
2025-01-06,ORD04099,CUST2804,Clothing,Jacket,1,2215.53,2215.53,North
2025-01-06,ORD01977,CUST2612,Sports,Dumbbells,2,775.43,1550.86,Central
2025-01-06,ORD03805,CUST1888,Clothing,Dress,2,4163.44,8326.87,South
2025-01-06,ORD02794,CUST1797,Electronics,Laptop,2,69464.65,138929.29,North
2025-01-06,ORD02447,CUST1432,Electronics,Smartphone,1,51531.08,51531.08,North
2025-01-06,ORD03384,CUST2939,Clothing,T-Shirt,1,2756.33,2756.33,West
2025-01-06,ORD00045,CUST2781,Clothing,Jacket,2,4395.07,8790.14,South
2025-01-06,ORD02068,CUST1881,Sports,Dumbbells,1,1303.18,1303.18,South
2025-01-07,ORD02026,CUST1201,Home & Kitchen,Blender,1,12563.63,12563.63,South
2025-01-07,ORD02191,CUST2234,Clothing,Dress,1,4754.11,4754.11,South
2025-01-07,ORD04016,CUST1048,Electronics,Smartphone,3,25680.23,77040.7,South
2025-01-07,ORD03172,CUST2248,Books,Comics,2,1262.79,2525.57,Central
2025-01-07,ORD03720,CUST2474,Electronics,Headphones,4,17186.46,68745.85,West
2025-01-07,ORD02753,CUST2874,Electronics,Smartwatch,3,46745.44,140236.33,South
2025-01-07,ORD01174,CUST1618,Home & Kitchen,Vacuum,5,10462.49,52312.43,West
2025-01-07,ORD01748,CUST1296,Books,Fiction,2,1850.92,3701.83,Central
2025-01-07,ORD01130,CUST1917,Home & Kitchen,Blender,2,1123.41,2246.82,Central
2025-01-08,ORD04491,CUST1730,Books,Fiction,2,1981.7,3963.39,North
2025-01-08,ORD00976,CUST2279,Home & Kitchen,Vacuum,1,5547.18,5547.18,North
2025-01-08,ORD04499,CUST1793,Electronics,Headphones,2,24655.32,49310.64,Central
2025-01-08,ORD02001,CUST1595,Home & Kitchen,Cookware,3,10365.32,31095.97,Central
2025-01-09,ORD03626,CUST2571,Electronics,Laptop,1,27305.95,27305.95,Central
2025-01-09,ORD01653,CUST2866,Books,Fiction,2,740.65,1481.31,Central
2025-01-10,ORD03050,CUST1845,Books,Non-Fiction,3,1496.58,4489.73,Central
2025-01-10,ORD00225,CUST2252,Clothing,Jeans,3,987.8,2963.41,South
2025-01-10,ORD03364,CUST2732,Electronics,Headphones,2,8356.42,16712.83,Central
2025-01-10,ORD01813,CUST1582,Books,Comics,3,325.47,976.42,North
2025-01-10,ORD03373,CUST2623,Home & Kitchen,Blender,2,14959.59,29919.18,Central
2025-01-11,ORD02708,CUST2625,Electronics,Laptop,1,25090.57,25090.57,North
2025-01-11,ORD02941,CUST2933,Books,Textbook,2,326.18,652.35,East
2025-01-11,ORD01119,CUST2889,Electronics,Tablet,1,46462.28,46462.28,West
2025-01-11,ORD03924,CUST2225,Clothing,Shoes,2,3895.73,7791.46,North
2025-01-11,ORD03700,CUST1875,Electronics,Smartphone,2,28122.58,56245.17,Central
2025-01-12,ORD01145,CUST2101,Clothing,T-Shirt,1,1383.29,1383.29,South
2025-01-12,ORD02681,CUST2303,Clothing,Jeans,2,1258.73,2517.46,West
2025-01-12,ORD03066,CUST2947,Clothing,Shoes,1,3766.72,3766.72,Central
2025-01-12,ORD00912,CUST2922,Sports,Tennis Racket,3,4303.38,12910.13,North
2025-01-13,ORD00927,CUST1125,Books,Comics,1,233.04,233.04,West
2025-01-13,ORD04006,CUST2740,Clothing,Dress,1,4460.77,4460.77,North
2025-01-13,ORD01261,CUST2112,Home & Kitchen,Blender,1,4327.78,4327.78,North
2025-01-13,ORD03368,CUST1684,Sports,Yoga Mat,5,3523.44,17617.2,Central
2025-01-13,ORD03523,CUST1505,Clothing,Dress,3,2537.08,7611.24,North
2025-01-13,ORD03053,CUST1634,Clothing,Dress,1,2195.45,2195.45,North
2025-01-13,ORD04531,CUST1888,Sports,Bicycle,2,1904.42,3808.84,North
2025-01-13,ORD00639,CUST1619,Electronics,Headphones,1,61880.28,61880.28,East
2025-01-13,ORD04600,CUST2998,Books,Comics,4,899.33,3597.34,South
2025-01-13,ORD03145,CUST2979,Books,Comics,2,236.94,473.88,South
2025-01-14,ORD00310,CUST2685,Home & Kitchen,Coffee Maker,1,11353.89,11353.89,North
2025-01-14,ORD04032,CUST1715,Books,Comics,1,923.46,923.46,Central
2025-01-14,ORD02451,CUST1611,Books,Textbook,2,1817.86,3635.72,East
2025-01-14,ORD02618,CUST1731,Electronics,Headphones,1,49887.76,49887.76,North
2025-01-14,ORD04681,CUST2086,Clothing,Jeans,1,1186.8,1186.8,Central
2025-01-14,ORD03121,CUST1359,Clothing,Jacket,2,3320.29,6640.57,North
2025-01-14,ORD01413,CUST2218,Electronics,Laptop,2,5683.25,11366.49,North
2025-01-14,ORD03347,CUST1343,Electronics,Smartwatch,1,63149.67,63149.67,Central
2025-01-14,ORD00872,CUST2769,Books,Comics,1,1393.67,1393.67,South
2025-01-14,ORD01937,CUST1213,Electronics,Tablet,4,24925.88,99703.54,West
2025-01-15,ORD03074,CUST1432,Home & Kitchen,Cookware,1,14775.69,14775.69,North
2025-01-15,ORD00062,CUST2553,Clothing,T-Shirt,1,4814.92,4814.92,North
2025-01-15,ORD03975,CUST2949,Electronics,Tablet,1,75440.94,75440.94,East
2025-01-15,ORD00993,CUST2966,Sports,Bicycle,2,6513.77,13027.55,North
2025-01-15,ORD02597,CUST2452,Electronics,Headphones,2,56933.41,113866.82,Central
2025-01-15,ORD04131,CUST2606,Electronics,Laptop,1,9675.01,9675.01,West
2025-01-15,ORD03362,CUST1476,Home & Kitchen,Cookware,1,11390.51,11390.51,North
2025-01-15,ORD02005,CUST2500,Clothing,Jeans,2,1828.2,3656.4,East
2025-01-15,ORD00936,CUST2443,Clothing,T-Shirt,2,2940.62,5881.23,Central
2025-01-15,ORD03912,CUST2433,Books,Biography,1,1383.88,1383.88,South
2025-01-15,ORD03755,CUST1725,Sports,Dumbbells,3,2105.32,6315.97,West
2025-01-16,ORD03557,CUST1007,Books,Textbook,1,1254.99,1254.99,South
2025-01-16,ORD01220,CUST1045,Books,Comics,1,1932.96,1932.96,North
2025-01-16,ORD01973,CUST1571,Clothing,Shoes,1,538.19,538.19,Central
2025-01-16,ORD01534,CUST1343,Sports,Tennis Racket,1,7920.61,7920.61,West
2025-01-16,ORD01209,CUST1903,Books,Textbook,1,832.94,832.94,North
2025-01-16,ORD00528,CUST1719,Sports,Yoga Mat,3,4888.29,14664.87,West
2025-01-17,ORD02772,CUST2333,Home & Kitchen,Cookware,1,5705.7,5705.7,North
2025-01-17,ORD00941,CUST2165,Home & Kitchen,Coffee Maker,1,8470.26,8470.26,South
2025-01-17,ORD02959,CUST1332,Home & Kitchen,Cookware,3,6816.95,20450.85,South
2025-01-17,ORD02317,CUST1367,Books,Biography,2,1400.41,2800.82,West
2025-01-17,ORD01597,CUST2333,Electronics,Smartphone,1,74701.14,74701.14,North
2025-01-17,ORD01564,CUST1274,Books,Biography,1,265.07,265.07,West
2025-01-17,ORD04840,CUST1580,Electronics,Headphones,3,28835.05,86505.14,East
2025-01-17,ORD01228,CUST1853,Electronics,Tablet,1,30673.05,30673.05,East
2025-01-17,ORD03973,CUST1055,Electronics,Laptop,1,27902.66,27902.66,West
2025-01-18,ORD03461,CUST2901,Clothing,Jeans,1,3149.77,3149.77,East
2025-01-18,ORD02608,CUST2003,Home & Kitchen,Cookware,1,7630.67,7630.67,South
2025-01-18,ORD03036,CUST2847,Home & Kitchen,Blender,1,4132.16,4132.16,East
2025-01-18,ORD04078,CUST2234,Electronics,Headphones,5,24640.85,123204.26,West
2025-01-18,ORD02376,CUST1100,Electronics,Smartphone,1,47737.14,47737.14,East
2025-01-18,ORD02481,CUST2510,Books,Non-Fiction,2,1709.44,3418.88,Central
2025-01-19,ORD03035,CUST1269,Books,Fiction,5,1027.61,5138.04,Central
2025-01-19,ORD04311,CUST1902,Electronics,Headphones,3,7767.41,23302.24,North
2025-01-19,ORD01359,CUST2560,Books,Fiction,3,1422.56,4267.67,West
2025-01-19,ORD02286,CUST2569,Home & Kitchen,Air Fryer,3,11220.15,33660.46,West
2025-01-19,ORD03483,CUST1944,Home & Kitchen,Air Fryer,1,3879.96,3879.96,South
2025-01-19,ORD02109,CUST1745,Clothing,Jeans,4,2218.87,8875.47,East
2025-01-19,ORD03708,CUST2059,Books,Textbook,2,1978.85,3957.69,Central
2025-01-19,ORD00493,CUST2523,Clothing,Jeans,3,3242.6,9727.81,South
2025-01-19,ORD00618,CUST2823,Home & Kitchen,Air Fryer,3,3754.62,11263.87,East
2025-01-20,ORD02526,CUST1598,Clothing,Shoes,1,4721.82,4721.82,South
2025-01-20,ORD00602,CUST2601,Electronics,Smartphone,2,14742.41,29484.82,Central
2025-01-20,ORD03604,CUST2782,Sports,Running Shoes,2,8624.36,17248.72,North
2025-01-20,ORD00150,CUST1928,Sports,Tennis Racket,2,8810.06,17620.13,West
2025-01-20,ORD03531,CUST2537,Electronics,Laptop,2,21378.66,42757.32,West
2025-01-20,ORD02177,CUST2996,Books,Comics,1,908.29,908.29,South
2025-01-21,ORD00324,CUST2689,Clothing,Jeans,1,1577.16,1577.16,South
2025-01-21,ORD00237,CUST2819,Sports,Dumbbells,4,1358.98,5435.92,East
2025-01-21,ORD04436,CUST1512,Clothing,Jeans,2,1603.3,3206.61,West
2025-01-21,ORD00488,CUST1469,Sports,Tennis Racket,1,8171.04,8171.04,Central
2025-01-21,ORD02292,CUST2932,Books,Non-Fiction,5,972.59,4862.95,East
2025-01-21,ORD00065,CUST2391,Clothing,Dress,1,4413.57,4413.57,East
2025-01-21,ORD04331,CUST1862,Books,Fiction,2,1637.86,3275.72,Central
2025-01-21,ORD02568,CUST1698,Sports,Bicycle,2,8047.06,16094.12,North
